Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
"Agents and Business Managers of Artists, Performers, and Athletes",19.6636,4.1811,11.5536,0.9648,3.6479999999999997,8.0958,5.5454,5.324,7.235200000000001,15.9396,20.8921,17.094,14.120300000000002,15.964400000000001,19.4691,1.0728,2.6244000000000005,0.33349999999999996,0.40679999999999994,13.357,0.5588,0.42900000000000005,0.14980000000000002,7.4168,9.1613,16.3566,19.513,22.715,5.0616,16.523200000000003,17.8416,6.912000000000001,13.0815,7.3839999999999995,2.8985000000000003,4.5796,6.7328,12.4869,12.558000000000002,1.9511000000000003,6.468
"Buyers and Purchasing Agents, Farm Products",19.184000000000005,12.2672,16.7217,3.5192,10.6212,13.801,15.8608,14.266200000000001,15.7454,19.344,15.87,17.8398,13.7855,9.448400000000001,18.244100000000003,4.34,2.4568,4.787999999999999,1.7748,10.9022,1.6218000000000001,1.118,1.2956,11.3803,8.362799999999998,18.554199999999998,18.7332,20.2138,5.2441,13.8336,15.076800000000002,10.5878,13.981,11.4526,12.909,10.732800000000001,10.4015,13.9825,10.8899,6.375,14.110000000000001
"Wholesale and Retail Buyers, Except Farm Products",15.740599999999999,13.8915,14.858,5.4531,8.4553,10.7535,15.0528,7.462000000000001,11.4472,16.5308,11.351999999999999,17.3224,9.297600000000001,8.9879,16.6828,6.5760000000000005,9.344,4.389,1.5295,14.3112,1.4774,0.793,0.032100000000000004,9.5658,5.6069,19.957600000000003,15.9094,16.7804,7.167999999999999,9.983,15.957899999999999,5.451,7.742999999999999,7.7275,7.493,7.6629000000000005,10.3793,7.889000000000001,12.029399999999999,4.6842,15.4275
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",21.6384,12.3735,14.909299999999998,6.916499999999999,10.2038,13.3284,17.337600000000002,16.3158,20.3628,18.871799999999997,15.446200000000001,17.2746,13.176499999999999,14.2485,20.8868,2.0930000000000004,3.247,1.768,1.5839999999999999,13.3488,4.2025,0.7788,0.9928,15.247,10.3515,22.3668,19.2552,22.961399999999998,6.572,10.44,21.6834,8.3768,13.8105,14.3497,12.075000000000001,15.992299999999998,14.2,14.560699999999999,13.229999999999999,10.4192,15.7136
"Claims Adjusters, Examiners, and Investigators",20.8848,13.9196,19.936000000000003,6.21,10.8558,15.549,18.381999999999998,16.709,18.310599999999997,21.1456,9.077,18.5866,8.3232,9.6036,21.530700000000003,2.1672,1.953,1.2616,2.2712999999999997,16.9884,0.8775000000000001,0.2166,0.27359999999999995,18.7922,11.5566,18.6588,21.983999999999998,20.6916,7.9132,5.808,22.136400000000002,13.560999999999998,6.8523,7.6104,8.3325,4.365600000000001,6.0114,6.765,11.034600000000001,3.5754,8.357
"Insurance Appraisers, Auto Damage",20.5216,12.352,16.5984,14.7,13.4589,15.189000000000002,16.965,14.646099999999999,15.796300000000002,19.7976,9.1773,18.381999999999998,8.1744,13.032,18.7322,7.2325,3.34,4.3469999999999995,8.001000000000001,17.0352,3.5404,1.3534000000000002,6.0973,17.7184,8.3456,17.8416,16.0602,16.4256,10.854000000000001,7.643200000000001,20.1096,23.091399999999997,4.6125,5.8373,9.4514,4.9815,5.2437000000000005,11.1834,9.7319,2.4522000000000004,9.424499999999998
Compliance Officers,22.9216,17.7384,18.392,8.1776,7.311399999999999,8.940100000000001,21.663,21.596899999999998,16.674000000000003,17.893200000000004,8.909,14.754900000000001,9.1204,11.515,16.0272,8.439,6.1722,5.7117,5.237399999999999,15.006199999999998,1.632,2.0111,2.3739,17.5278,10.978299999999999,17.430400000000002,18.2714,14.505500000000001,6.8618999999999994,3.6742999999999997,13.294,19.3276,8.31,6.962,7.1273,5.1983999999999995,8.899799999999999,12.613999999999999,14.023000000000001,2.0227,3.1845
Environmental Compliance Inspectors,20.474999999999998,14.245000000000001,14.235,13.3225,8.850000000000001,7.8375,19.27,20.925,14.8125,15.8,8.99,16.607499999999998,7.695000000000001,12.78,17.099999999999998,10.2175,4.8175,2.2680000000000002,6.63,14.144,3.12,2.0925000000000002,2.755,17.0,12.41,20.900000000000002,18.859999999999996,19.552500000000002,4.4075,5.170000000000001,14.349999999999998,16.59,10.05,9.28,11.795,7.56,10.44,9.9225,10.240000000000002,4.3,3.61
Equal Opportunity Representatives and Officers,23.2088,12.935,24.829700000000003,2.9302,5.759100000000001,18.0692,21.147000000000002,26.664299999999997,23.011499999999998,21.6815,12.56,20.421599999999998,9.8496,14.678100000000002,22.7424,1.6800000000000002,1.8081,1.7767,0.5289,15.68,0.4366,0.0618,0.168,18.8825,19.5911,24.9645,22.2794,23.058,6.8475,8.086,25.0738,18.313599999999997,5.702100000000001,8.8086,11.092,4.42,8.0896,12.2305,14.661499999999998,3.76,2.5662
Government Property Inspectors and Investigators,17.639100000000003,19.0344,19.602,15.3655,13.798399999999999,14.746,15.3738,22.7976,12.280100000000001,20.102500000000003,11.0136,14.481599999999998,14.556299999999998,13.4602,22.921499999999998,10.9854,8.5008,1.3776,8.8872,17.663800000000002,2.8116,1.2696,0.020800000000000003,16.7558,13.2132,20.726,22.2326,22.185,3.213,5.106,18.4016,15.4536,13.1334,8.7516,6.786,10.1332,7.562799999999999,13.312000000000001,16.2265,4.356,7.562799999999999
Coroners,23.229999999999997,13.12,19.197,7.419999999999999,6.100900000000001,9.33,13.706500000000002,15.124800000000002,14.12,20.592000000000002,9.943,19.892400000000002,9.610000000000001,11.8925,16.275000000000002,13.43,15.639999999999999,5.5,8.64,12.35,2.43,1.4725,1.2325,21.36,15.209999999999999,20.335000000000004,23.1625,22.14,18.48,2.04,14.07,19.712500000000002,12.35,11.840000000000002,18.96,14.58,14.740000000000002,13.939999999999998,14.615000000000002,11.1901,9.2208
Regulatory Affairs Specialists,25.299999999999997,9.1656,15.6975,4.4075,8.959999999999999,12.285,15.7885,23.8445,20.0475,20.635799999999996,8.99,21.21,16.7475,15.975,21.465,0.9099999999999999,0.625,0.8775000000000001,0.24420000000000003,14.3225,1.2000000000000002,0.45999999999999996,0.5625,16.082,19.787,23.3625,22.36,21.580000000000002,3.0524999999999998,9.28,18.192,1.8974999999999997,18.130000000000003,15.264999999999999,13.4875,10.030000000000001,12.3525,17.25,12.8375,8.4525,5.88
Customs Brokers,23.229999999999997,11.331299999999999,11.795,2.6715,7.6007,9.485499999999998,20.2176,19.564999999999998,16.2048,16.826999999999998,11.1548,21.05,9.616999999999999,10.028300000000002,16.8966,1.1376,3.3856,3.1752,1.1322,19.757399999999997,0.5687,0.6678000000000001,2.0328,16.44,12.844999999999999,20.4376,20.1716,18.9,4.42,8.468800000000002,12.6814,6.8886,12.1924,11.507799999999998,14.7138,15.465600000000002,13.114,15.2508,15.7454,11.033000000000001,9.623700000000001
Cost Estimators,24.035199999999996,13.627500000000001,15.470999999999998,5.2664,21.593600000000002,14.952,21.9224,14.741999999999999,26.3689,21.9888,16.1525,23.053500000000003,13.44,18.021300000000004,18.1737,1.55,1.5750000000000002,0.451,0.36479999999999996,19.925200000000004,3.54,0.2714,0.5715,15.0495,15.227999999999998,20.7522,16.625700000000002,19.099999999999998,3.0225,7.407399999999999,10.856000000000002,2.2304,11.4985,13.272,11.525699999999999,11.7393,13.742399999999998,14.337399999999999,6.9412,4.36,9.955
Human Resources Specialists,15.293399999999998,11.9572,12.674999999999999,1.4664,4.6434999999999995,10.784,14.4708,18.675,11.254,17.8494,12.0153,17.139,10.1352,15.230500000000001,21.3868,1.7712,3.1556,1.343,0.063,15.8795,0.0728,0.0103,0.10600000000000001,15.1548,8.348999999999998,19.711800000000004,12.2211,21.7852,12.9564,4.579,18.823800000000002,9.1204,9.240699999999999,10.1136,12.3032,8.7606,14.097300000000002,12.696000000000002,16.9506,10.465200000000001,6.916499999999999
Farm Labor Contractors,6.3753,8.4677,6.4575000000000005,6.9564,5.0038,9.254100000000001,7.755999999999999,11.6706,5.7596,8.8184,3.0444,4.1132,3.4540000000000006,7.231199999999999,7.9776,7.422599999999999,5.5806,2.1525,10.3488,6.1214,0.0412,2.8916999999999997,0.65,5.855500000000001,2.0566,7.1285,1.6954,11.253499999999999,7.755999999999999,5.762999999999999,7.3216,3.5111999999999997,8.316,4.5173,7.9453000000000005,5.3549999999999995,6.789599999999999,2.937,9.177000000000001,4.2365,8.177100000000001
Labor Relations Specialists,21.805000000000003,7.221699999999999,12.3175,1.539,4.536499999999999,12.995500000000002,17.787000000000003,18.68,15.4581,22.79,13.735,17.066,12.0015,16.2516,19.912,1.1988,0.9659999999999999,0.8555999999999999,1.4362,11.2288,0.20900000000000002,0.264,0.345,11.424,14.661,20.909999999999997,15.6156,23.459999999999997,7.3441,7.1499999999999995,28.1792,8.991000000000001,14.176,14.3658,11.9091,12.0,12.0475,13.5256,12.915,8.357800000000001,8.424000000000001
Logisticians,20.9352,16.8086,14.280000000000001,6.4452,10.985,10.64,19.16,15.136800000000001,17.9078,22.1696,14.42,18.116200000000003,16.425,18.3457,24.4404,3.2757,3.8352,3.0456,2.8032,16.0875,2.8836000000000004,2.7702,2.8182,15.6752,12.8148,21.746399999999998,20.1056,21.5552,4.4268,14.0904,17.0502,6.6402,16.515,18.6648,14.0184,17.1389,16.1452,18.95,12.6007,15.045,14.3016
Logistics Engineers,22.785000000000004,16.060000000000002,18.0225,7.695000000000001,16.575,14.52,24.200000000000003,19.505000000000003,25.7304,22.723200000000002,18.700000000000003,22.4076,18.169999999999998,16.45,21.725,2.8000000000000003,2.55,2.755,1.7050000000000003,20.425,9.5875,2.275,3.3249999999999997,16.921499999999998,17.2,21.372500000000002,18.525,18.130000000000003,3.4,6.359999999999999,13.267499999999998,3.2375000000000003,16.215,15.48,12.8,14.62,13.072500000000002,17.64,8.19,6.24,11.399999999999999
Logistics Analysts,21.3526,16.116300000000003,14.56,4.5562,8.837399999999999,15.158499999999998,22.118599999999997,15.442199999999998,22.6505,19.983599999999996,16.155,19.05,15.2152,13.832100000000002,19.64,3.1590000000000003,3.4762,3.18,1.9293000000000002,19.019,2.1336,1.59,2.0178,14.2113,16.92,20.7972,19.627200000000002,21.554299999999998,6.017999999999999,7.292999999999999,13.792099999999998,3.7022000000000004,12.6222,11.281500000000001,12.2475,11.040000000000001,14.212800000000001,13.7505,10.23,5.8,9.657
Management Analysts,25.756000000000004,17.4472,19.04,4.28,13.904,15.3,21.953500000000002,17.55,24.728,27.72,22.2732,23.8288,23.783399999999997,15.299999999999999,24.4959,2.1204,2.9240999999999997,2.0881000000000003,2.0707999999999998,17.9751,2.0216000000000003,0.5952,0.8911000000000001,18.9135,20.6298,26.7375,24.5511,29.667,6.6216,19.552500000000002,20.895500000000002,10.092,16.56,17.472,18.424,12.873999999999999,18.799999999999997,28.391000000000002,13.206599999999998,7.2589999999999995,14.080000000000002
"Meeting, Convention, and Event Planners",20.476399999999998,12.958,15.956999999999999,7.8684,10.3986,16.8872,17.1227,9.4752,13.0176,18.7872,18.074700000000004,16.5406,12.847999999999999,22.9586,26.668799999999997,12.9592,11.914000000000001,8.296,5.546,16.523899999999998,6.497999999999999,2.3684,6.5762,12.728,13.625799999999998,21.4225,24.450899999999997,22.5085,12.0818,15.796000000000001,22.9064,23.4794,19.3749,16.6464,13.272,19.188299999999998,16.9068,15.608800000000002,18.7515,9.832500000000001,17.4088
Fundraisers,22.400000000000002,6.9255,11.165,1.7050000000000003,8.67,13.8915,16.620800000000003,11.377,19.27,22.880000000000003,21.462,19.8,21.164,15.088,22.5992,2.7632000000000003,1.7111999999999998,1.6485,3.84,16.2498,0.165,0.275,1.0125000000000002,14.84,14.58,20.112000000000002,27.1296,30.4473,8.28,20.294999999999998,16.863,18.192,13.952700000000002,16.604999999999997,13.52,12.96,18.758999999999997,19.889999999999997,11.222000000000001,8.6198,9.7055
"Compensation, Benefits, and Job Analysis Specialists",22.5184,7.86,15.6375,1.6432000000000002,8.0216,11.4918,22.1793,18.340199999999996,24.5866,22.2768,13.32,21.794800000000002,12.5398,10.620000000000001,24.4959,0.9246,1.2118,1.6416,0.3509,15.458399999999997,0.23520000000000002,0.33929999999999993,0.5418,14.16,14.8221,22.68,11.375,21.3504,4.4268,8.829600000000001,14.6734,1.9538999999999997,8.58,9.8904,8.8396,7.1002,10.584200000000001,16.410700000000002,11.9275,3.6516,6.2211
Training and Development Specialists,21.8538,12.639,15.549,3.8874,8.351700000000001,10.787,15.460199999999999,13.763200000000001,16.724,19.0393,17.3213,22.618,17.955099999999998,15.529499999999999,21.502799999999997,3.66,3.111,2.772,1.7741,15.7964,2.349,1.1868999999999998,1.7549000000000001,13.749699999999999,18.681600000000003,27.4756,15.815099999999997,25.531200000000002,7.8674,12.229800000000001,14.224499999999999,8.9324,14.0287,14.1372,25.637700000000002,11.61,22.445999999999998,23.883000000000003,10.5672,9.0852,9.5937
Market Research Analysts and Marketing Specialists,26.001,12.964500000000001,17.56,2.5993,13.272,15.006199999999998,27.4224,9.912,29.7316,24.524499999999996,21.072599999999998,23.929199999999998,19.411,13.9725,24.624000000000002,0.7260000000000001,0.8190000000000001,1.1248,0.366,19.823,0.5246,0.2398,1.2092999999999998,16.4862,25.333,21.1453,24.6026,23.125600000000002,2.013,17.9216,11.5747,9.042,16.9476,12.964500000000001,9.9616,11.49,12.690000000000001,22.7953,12.0819,5.994000000000001,14.1363
Search Marketing Strategists,23.5648,11.1584,18.44,2.7816,10.3342,8.451,21.996800000000004,11.6242,22.645500000000002,23.2344,20.492,26.216,19.624899999999997,11.5184,19.2852,0.4446,0.5031,1.8369,0.39549999999999996,18.4989,0.9035,0.18530000000000002,0.624,11.318999999999999,16.92,19.995,19.051199999999998,18.181500000000003,2.2275,14.954800000000002,10.3972,2.4749999999999996,9.9015,9.27,12.342,10.44,11.73,21.08,11.3072,4.8020000000000005,10.23
Business Continuity Planners,22.275000000000002,17.4117,17.9104,4.6652000000000005,9.528500000000001,13.317,18.0515,18.2574,18.328,19.627200000000002,16.1136,18.953999999999997,19.402,18.7562,22.494999999999997,2.3528000000000002,1.1152,1.3195,1.0472000000000001,16.5393,1.4249999999999998,0.2622,0.9443,19.019,12.2475,26.772799999999997,14.36,20.493,4.8578,12.3279,13.737600000000002,2.821,17.4564,17.44,15.591399999999998,13.607999999999999,15.2064,19.3545,15.193799999999998,4.387,10.4104
Sustainability Specialists,23.386999999999997,17.4924,16.391,7.6713000000000005,12.2304,12.746599999999999,20.3616,17.44,21.6834,20.746199999999998,17.727600000000002,19.9926,22.4895,17.2558,20.1878,3.6992999999999996,3.3,2.1735,1.9642000000000002,14.490000000000002,4.9572,0.7695,0.5940000000000001,14.9769,13.838000000000001,26.8259,23.180400000000006,24.5775,6.2965,17.578000000000003,14.2646,10.3607,13.630999999999998,16.6566,18.3074,14.784,13.0088,23.5532,11.1115,5.7054,13.496999999999998
Online Merchants,19.315900000000003,9.253800000000002,18.538,4.553999999999999,9.7002,14.136799999999997,18.7458,7.091200000000001,13.838000000000001,19.6862,13.493599999999999,17.455099999999998,10.076300000000002,8.583599999999999,14.6118,1.65,6.615,3.0458,0.6576000000000001,21.3894,1.8088,0.3876,1.7270000000000003,14.025,8.1504,13.0065,15.179200000000002,16.1833,5.1935,16.4862,10.5678,9.672099999999999,10.106200000000001,4.663199999999999,7.477200000000001,6.25,5.569599999999999,6.1805,12.582799999999999,3.9168,10.015600000000001
Accountants and Auditors,22.077,15.4936,15.7454,4.4726,9.1956,10.670399999999999,22.207,21.974400000000003,21.5173,20.9334,13.353299999999999,20.178199999999997,12.809700000000001,14.692900000000002,22.142699999999998,1.5444,2.4633000000000003,1.4976,0.8113,19.4465,0.6027,0.3364,0.7295999999999999,19.300399999999996,15.512400000000001,22.4536,15.998,20.865599999999997,6.0756000000000006,8.2775,13.216000000000001,6.1952,15.3912,14.328,15.7872,13.3452,14.1728,13.2731,16.5308,9.7645,12.6962
Appraisers and Assessors of Real Estate,21.340799999999998,7.940300000000001,16.4307,10.0142,11.0873,16.138499999999997,20.8468,18.4731,22.7592,19.8606,9.6432,18.4386,9.4695,12.6882,16.2498,6.169600000000001,3.5705,2.52,4.4016,15.6191,2.3552,0.648,2.0241,14.899199999999999,13.425,14.5061,16.698800000000002,16.0809,4.83,4.1128,9.6068,12.168,6.058000000000001,5.1735999999999995,7.859,6.026400000000001,7.666399999999999,9.309,13.244100000000001,3.5295,6.5853
Budget Analysts,22.4448,15.3912,15.845999999999998,1.8618000000000001,11.2054,7.506,21.9208,17.8029,24.485400000000002,17.1938,8.58,19.364800000000002,10.026399999999999,6.5238000000000005,19.2726,1.0582,1.6112000000000002,0.9939999999999999,0.25760000000000005,16.790200000000002,0.18530000000000002,0.18530000000000002,0.7020000000000001,14.7828,14.0609,20.096999999999998,12.770999999999999,20.4,4.577,3.2702,7.761399999999999,0.8967999999999999,8.0631,6.7818,8.174700000000001,5.550000000000001,7.9112,10.5,12.040500000000002,3.7961,7.9222
Credit Analysts,22.671000000000003,9.262500000000001,13.844999999999999,1.8974999999999997,6.0,9.8825,22.880000000000003,14.0625,26.04,18.8325,8.58,16.94,6.5,5.75,15.5125,0.4375,0.625,1.16,0.10500000000000001,14.0175,0.40249999999999997,0.0,0.10500000000000001,12.001999999999999,14.06,19.762500000000003,9.145000000000001,17.4375,1.7325,4.07,6.837,2.22,5.75,6.760000000000001,9.600000000000001,7.0225,10.325000000000001,7.93,7.685,3.51,3.15
Personal Financial Advisors,25.122,8.343,15.694999999999999,0.8235,10.700800000000001,14.2208,20.3079,18.350199999999997,21.1296,22.8032,14.7465,25.312000000000005,18.025100000000002,13.5036,20.9817,0.2398,0.2398,0.33899999999999997,0.3276,15.0537,0.0,0.28340000000000004,0.5246,15.4732,17.955099999999998,20.4848,23.877699999999997,26.086500000000004,12.746599999999999,15.136,16.258200000000002,16.095,11.1549,10.0786,10.4192,11.34,12.842600000000001,18.001,14.838999999999999,7.0131000000000006,9.141
Insurance Underwriters,22.848,9.42,15.343900000000001,0.899,6.3609,12.9258,19.411,16.38,21.131099999999996,21.6221,9.504000000000001,17.1201,6.188,5.8776,18.8201,0.8150999999999999,1.4229,0.9099999999999999,0.7809,12.6567,0.13390000000000002,0.0,0.18700000000000003,14.554,11.281500000000001,17.72,16.687,20.9897,2.1771,12.124199999999998,15.1811,4.66,6.4961,8.204,8.2863,5.613300000000001,8.3657,8.316,10.7583,2.8800000000000003,3.8
Financial Examiners,24.91,14.601299999999998,20.0384,2.2935,5.7054,16.936,20.314799999999998,25.2495,24.7696,22.0806,7.6059,21.4,12.322799999999999,10.767000000000001,21.1862,0.30419999999999997,0.7442,0.7922999999999999,1.127,13.0062,0.18530000000000002,0.0,0.1962,18.099200000000003,15.6768,23.5648,21.445199999999996,20.6545,2.8731000000000004,5.333599999999999,12.9653,2.4185999999999996,16.497700000000002,16.038999999999998,11.729000000000001,12.7512,14.577,12.806799999999999,9.7293,7.434,4.4268
Credit Counselors,20.611199999999997,5.76,14.744,1.176,2.4816,4.361599999999999,15.5232,10.7952,14.2784,18.0456,11.3344,18.08,8.7552,10.2256,16.9054,0.7668,1.995,0.9052,0.3025,12.994399999999999,0.0,0.18530000000000002,0.5934,17.735599999999998,8.735999999999999,14.6608,18.72,18.15,9.344,6.9088,11.2176,15.8208,5.162400000000001,6.12,9.918899999999999,4.474399999999999,11.4754,9.6368,13.363199999999999,1.3616000000000001,3.2731999999999997
Loan Officers,20.745,10.833,13.395600000000002,4.5046,7.535,15.308800000000002,19.9448,20.698900000000002,20.022,16.8504,11.5404,17.651200000000003,7.5561,9.0902,17.3754,1.4560000000000002,1.1023,1.5379,0.35910000000000003,13.8648,0.168,0.0,0.8417999999999999,15.3874,13.6756,18.7978,17.755200000000002,21.439600000000002,3.12,12.797,11.286,15.463799999999999,9.1188,11.118,5.6144,5.7551000000000005,6.5412,11.003200000000001,11.1222,3.7769,5.271
